"subject","predicate","object"
"http://dbpedia.org/resource/Riccardo_Giacconi","http://dbpedia.org/ontology/birthDate",1931-10-06
"http://dbpedia.org/resource/Richard_Christopher_Carrington","http://dbpedia.org/ontology/birthDate",1826-05-26
"http://dbpedia.org/resource/Richard_van_der_Riet_Woolley","http://dbpedia.org/ontology/birthDate",1906-04-24
"http://dbpedia.org/resource/Robert_Burnham_Jr.","http://dbpedia.org/ontology/birthDate",1931-06-16
"http://dbpedia.org/resource/Robert_Grant_Aitken","http://dbpedia.org/ontology/birthDate",1864-12-31
"http://dbpedia.org/resource/Robert_Kirshner","http://dbpedia.org/ontology/birthDate",1949-08-15
"http://dbpedia.org/resource/Robert_Kraft_(astronomer)","http://dbpedia.org/ontology/birthDate",1927-06-16
"http://dbpedia.org/resource/Robert_Luther","http://dbpedia.org/ontology/birthDate",1822-04-16
"http://dbpedia.org/resource/Robert_Schommer","http://dbpedia.org/ontology/birthDate",1946-12-09
"http://dbpedia.org/resource/Robert_Woodrow_Wilson","http://dbpedia.org/ontology/birthDate",1936-01-10
"http://dbpedia.org/resource/Roger_Davies_(astrophysicist)","http://dbpedia.org/ontology/birthDate",1954-01-13
"http://dbpedia.org/resource/Roger_Penrose","http://dbpedia.org/ontology/birthDate",1931-08-08
"http://dbpedia.org/resource/Ewine_van_Dishoeck","http://dbpedia.org/ontology/birthDate",1955-06-13
"http://dbpedia.org/resource/Fearon_Fallows","http://dbpedia.org/ontology/birthDate",1788-07-04
"http://dbpedia.org/resource/Felix_Ziegel","http://dbpedia.org/ontology/birthDate",1920-03-20
"http://dbpedia.org/resource/Jeffrey_Owen_Katz","http://dbpedia.org/ontology/birthDate",1974-11-15
"http://dbpedia.org/resource/Jill_Tarter","http://dbpedia.org/ontology/birthDate",1944-01-16
"http://dbpedia.org/resource/Jim_Peebles","http://dbpedia.org/ontology/birthDate",1935-04-25
"http://dbpedia.org/resource/Jocelyn_Bell_Burnell","http://dbpedia.org/ontology/birthDate",1943-07-15
"http://dbpedia.org/resource/Joel_Stebbins","http://dbpedia.org/ontology/birthDate",1878-06-30
"http://dbpedia.org/resource/Johann_Daniel_Titius","http://dbpedia.org/ontology/birthDate",1729-01-02
"http://dbpedia.org/resource/Johann_Elert_Bode","http://dbpedia.org/ontology/birthDate",1747-01-19
"http://dbpedia.org/resource/Johann_Gottfried_Galle","http://dbpedia.org/ontology/birthDate",1812-06-09
"http://dbpedia.org/resource/Johann_Heinrich_Lambert","http://dbpedia.org/ontology/birthDate",1728-08-28
"http://dbpedia.org/resource/Johann_Palisa","http://dbpedia.org/ontology/birthDate",1848-12-06
"http://dbpedia.org/resource/Johannes_Hevelius","http://dbpedia.org/ontology/birthDate",1611-01-28
"http://dbpedia.org/resource/Johannes_Kepler","http://dbpedia.org/ontology/birthDate",1571-12-27
"http://dbpedia.org/resource/John_Archibald_Wheeler","http://dbpedia.org/ontology/birthDate",1911-07-09
"http://dbpedia.org/resource/John_Brashear","http://dbpedia.org/ontology/birthDate",1840-11-24
"http://dbpedia.org/resource/John_C._Mather","http://dbpedia.org/ontology/birthDate",1946-08-07
"http://dbpedia.org/resource/John_Couch_Adams","http://dbpedia.org/ontology/birthDate",1819-06-05
"http://dbpedia.org/resource/John_E._Baldwin","http://dbpedia.org/ontology/birthDate",1931-12-06
"http://dbpedia.org/resource/John_Flamsteed","http://dbpedia.org/ontology/birthDate",1646-08-19
"http://dbpedia.org/resource/John_Gatenby_Bolton","http://dbpedia.org/ontology/birthDate",1922-06-05
"http://dbpedia.org/resource/John_Goodricke","http://dbpedia.org/ontology/birthDate",1764-09-17
"http://dbpedia.org/resource/John_Herschel","http://dbpedia.org/ontology/birthDate",1792-03-07
"http://dbpedia.org/resource/Leo_Goldberg","http://dbpedia.org/ontology/birthDate",1913-01-26
"http://dbpedia.org/resource/Leonardo_da_Vinci","http://dbpedia.org/ontology/birthDate",1452-04-15
"http://dbpedia.org/resource/Leslie_Peltier","http://dbpedia.org/ontology/birthDate",1900-01-02
"http://dbpedia.org/resource/Lewis_A._Swift","http://dbpedia.org/ontology/birthDate",1820-02-29
"http://dbpedia.org/resource/Lewis_Boss","http://dbpedia.org/ontology/birthDate",1846-10-26
"http://dbpedia.org/resource/Nathaniel_Bliss","http://dbpedia.org/ontology/birthDate",1700-11-28
"http://dbpedia.org/resource/Neil_Gehrels","http://dbpedia.org/ontology/birthDate",1952-10-03
"http://dbpedia.org/resource/Neil_deGrasse_Tyson","http://dbpedia.org/ontology/birthDate",1958-10-05
"http://dbpedia.org/resource/Nevil_Maskelyne","http://dbpedia.org/ontology/birthDate",1732-10-06
"http://dbpedia.org/resource/Nicolaus_Copernicus","http://dbpedia.org/ontology/birthDate",1473-02-19
"http://dbpedia.org/resource/Nicolaus_Olahus","http://dbpedia.org/ontology/birthDate",1493-01-10
"http://dbpedia.org/resource/Niels_Bohr","http://dbpedia.org/ontology/birthDate",1885-10-07
"http://dbpedia.org/resource/Percival_Lowell","http://dbpedia.org/ontology/birthDate",1855-03-13
"http://dbpedia.org/resource/Peter_Andreas_Hansen","http://dbpedia.org/ontology/birthDate",1795-12-08
"http://dbpedia.org/resource/Peter_Goldreich","http://dbpedia.org/ontology/birthDate",1939-07-14
"http://dbpedia.org/resource/Peter_van_de_Kamp","http://dbpedia.org/ontology/birthDate",1901-12-26
"http://dbpedia.org/resource/Phil_Plait","http://dbpedia.org/ontology/birthDate",1964-09-30
"http://dbpedia.org/resource/Pierre-Simon_Laplace","http://dbpedia.org/ontology/birthDate",1749-03-23
"http://dbpedia.org/resource/Pierre_Méchain","http://dbpedia.org/ontology/birthDate",1744-08-16
"http://dbpedia.org/resource/Pierre_Puiseux","http://dbpedia.org/ontology/birthDate",1855-07-20
"http://dbpedia.org/resource/Radha_Gobinda_Chandra","http://dbpedia.org/ontology/birthDate",1878-07-16
"http://dbpedia.org/resource/Thomas_Bopp","http://dbpedia.org/ontology/birthDate",1949-10-15
"http://dbpedia.org/resource/Thomas_Gold","http://dbpedia.org/ontology/birthDate",1920-05-22
"http://dbpedia.org/resource/Thomas_Henderson_(astronomer)","http://dbpedia.org/ontology/birthDate",1798-12-28
"http://dbpedia.org/resource/Thomas_John_Hussey","http://dbpedia.org/ontology/birthDate",1792-04-04
"http://dbpedia.org/resource/Thomas_Young_(scientist)","http://dbpedia.org/ontology/birthDate",1773-06-13
"http://dbpedia.org/resource/Tobias_Mayer","http://dbpedia.org/ontology/birthDate",1723-02-17
"http://dbpedia.org/resource/Tom_Gehrels","http://dbpedia.org/ontology/birthDate",1925-02-21
"http://dbpedia.org/resource/William_Wilson_Morgan","http://dbpedia.org/ontology/birthDate",1906-01-03
"http://dbpedia.org/resource/Williamina_Fleming","http://dbpedia.org/ontology/birthDate",1857-05-15
"http://dbpedia.org/resource/Yasuo_Tanaka_(astronomer)","http://dbpedia.org/ontology/birthDate",1931-03-18
"http://dbpedia.org/resource/Ed_Krupp","http://dbpedia.org/ontology/birthDate",1944-11-18
"http://dbpedia.org/resource/Edward_Arthur_Milne","http://dbpedia.org/ontology/birthDate",1896-02-14
"http://dbpedia.org/resource/Edward_Charles_Pickering","http://dbpedia.org/ontology/birthDate",1846-07-19
"http://dbpedia.org/resource/Edward_Emerson_Barnard","http://dbpedia.org/ontology/birthDate",1857-12-16
"http://dbpedia.org/resource/Edward_Israel","http://dbpedia.org/ontology/birthDate",1859-07-01
"http://dbpedia.org/resource/Edward_James_Stone","http://dbpedia.org/ontology/birthDate",1831-02-28
"http://dbpedia.org/resource/Edward_Robert_Harrison","http://dbpedia.org/ontology/birthDate",1919-01-08
"http://dbpedia.org/resource/Edward_Sabine","http://dbpedia.org/ontology/birthDate",1788-10-14
"http://dbpedia.org/resource/Edward_Walter_Maunder","http://dbpedia.org/ontology/birthDate",1851-04-12
"http://dbpedia.org/resource/Edwin_Brant_Frost","http://dbpedia.org/ontology/birthDate",1866-07-14
"http://dbpedia.org/resource/Edwin_Hubble","http://dbpedia.org/ontology/birthDate",1889-11-20
"http://dbpedia.org/resource/Eise_Eisinga","http://dbpedia.org/ontology/birthDate",1744-02-21
"http://dbpedia.org/resource/Ejnar_Hertzsprung","http://dbpedia.org/ontology/birthDate",1873-10-08
"http://dbpedia.org/resource/Julie_Vinter_Hansen","http://dbpedia.org/ontology/birthDate",1890-07-20
"http://dbpedia.org/resource/Julio_Garavito_Armero","http://dbpedia.org/ontology/birthDate",1865-01-05
"http://dbpedia.org/resource/Jérôme_Lalande","http://dbpedia.org/ontology/birthDate",1732-07-11
"http://dbpedia.org/resource/Karan_Jani","http://dbpedia.org/ontology/birthDate",1988-05-18
"http://dbpedia.org/resource/Karl_Guthe_Jansky","http://dbpedia.org/ontology/birthDate",1905-10-22
"http://dbpedia.org/resource/Karl_Ludwig_Harding","http://dbpedia.org/ontology/birthDate",1765-09-29
"http://dbpedia.org/resource/Karl_Ludwig_Hencke","http://dbpedia.org/ontology/birthDate",1793-04-08
"http://dbpedia.org/resource/Karl_Schwarzschild","http://dbpedia.org/ontology/birthDate",1873-10-09
"http://dbpedia.org/resource/Karlis_Kaufmanis","http://dbpedia.org/ontology/birthDate",1910-02-21
"http://dbpedia.org/resource/Louise_Freeland_Jenkins","http://dbpedia.org/ontology/birthDate",1888-07-05
"http://dbpedia.org/resource/Luboš_Kohoutek","http://dbpedia.org/ontology/birthDate",1935-01-29
"http://dbpedia.org/resource/Luboš_Perek","http://dbpedia.org/ontology/birthDate",1919-07-26
"http://dbpedia.org/resource/Luigi_Carnera","http://dbpedia.org/ontology/birthDate",1875-04-14
"http://dbpedia.org/resource/Luís_Cruls","http://dbpedia.org/ontology/birthDate",1848-01-21
"http://dbpedia.org/resource/Lyman_Spitzer","http://dbpedia.org/ontology/birthDate",1914-06-26
"http://dbpedia.org/resource/Ole_Rømer","http://dbpedia.org/ontology/birthDate",1644-09-25
"http://dbpedia.org/resource/Olin_J._Eggen","http://dbpedia.org/ontology/birthDate",1919-07-09
"http://dbpedia.org/resource/Seth_Barnes_Nicholson","http://dbpedia.org/ontology/birthDate",1891-11-12
"http://dbpedia.org/resource/Seth_Shostak","http://dbpedia.org/ontology/birthDate",1943-07-20
"http://dbpedia.org/resource/Shinzo_Shinjo","http://dbpedia.org/ontology/birthDate",1873-08-29
"http://dbpedia.org/resource/Sidney_van_den_Bergh","http://dbpedia.org/ontology/birthDate",1929-05-20
"http://dbpedia.org/resource/Stephen_Hawking","http://dbpedia.org/ontology/birthDate",1942-01-08
"http://dbpedia.org/resource/Edwin_Foster_Coddington","http://dbpedia.org/ontology/birthDate",1870-06-24
"http://dbpedia.org/resource/Bohdan_Paczyński","http://dbpedia.org/ontology/birthDate",1940-02-08
"http://dbpedia.org/resource/Ida_E._Woods","http://dbpedia.org/ontology/birthDate",1870-09-16
"http://dbpedia.org/resource/Kiyotsugu_Hirayama","http://dbpedia.org/ontology/birthDate",1874-10-03
"http://dbpedia.org/resource/Klim_Churyumov","http://dbpedia.org/ontology/birthDate",1937-02-19
"http://dbpedia.org/resource/Knut_Jørgen_Røed_Ødegaard","http://dbpedia.org/ontology/birthDate",1966-05-06
"http://dbpedia.org/resource/Knut_Lundmark","http://dbpedia.org/ontology/birthDate",1889-06-14
"http://dbpedia.org/resource/Michael_E._Brown","http://dbpedia.org/ontology/birthDate",1965-06-05
"http://dbpedia.org/resource/Michel_Mayor","http://dbpedia.org/ontology/birthDate",1942-01-12
"http://dbpedia.org/resource/Minoru_Honda","http://dbpedia.org/ontology/birthDate",1913-02-26
"http://dbpedia.org/resource/Paris_Pişmiş","http://dbpedia.org/ontology/birthDate",1911-01-30
"http://dbpedia.org/resource/Patrick_Moore","http://dbpedia.org/ontology/birthDate",1923-03-04
"http://dbpedia.org/resource/Paul_Wild_(Swiss_astronomer)","http://dbpedia.org/ontology/birthDate",1925-10-05
"http://dbpedia.org/resource/Ronald_N._Bracewell","http://dbpedia.org/ontology/birthDate",1921-07-22
"http://dbpedia.org/resource/Rosaly_Lopes","http://dbpedia.org/ontology/birthDate",1957-01-08
"http://dbpedia.org/resource/Ruby_Payne-Scott","http://dbpedia.org/ontology/birthDate",1912-05-28
"http://dbpedia.org/resource/Rudolph_Minkowski","http://dbpedia.org/ontology/birthDate",1895-05-28
"http://dbpedia.org/resource/Russell_Alan_Hulse","http://dbpedia.org/ontology/birthDate",1950-11-28
"http://dbpedia.org/resource/E._Ruth_Hedeman","http://dbpedia.org/ontology/birthDate",1910-11-25
"http://dbpedia.org/resource/Edith_Jones_Woodward","http://dbpedia.org/ontology/birthDate",1914-08-15
"http://dbpedia.org/resource/Yoji_Kondo","http://dbpedia.org/ontology/birthDate",1933-05-26
"http://dbpedia.org/resource/Yrjö_Väisälä","http://dbpedia.org/ontology/birthDate",1891-09-06
"http://dbpedia.org/resource/Yuji_Hyakutake","http://dbpedia.org/ontology/birthDate",1950-07-07
"http://dbpedia.org/resource/Yvon_Villarceau","http://dbpedia.org/ontology/birthDate",1813-01-15
